Housing Location,Type of Energy,,,Start Date,End Date,,Usage,Unit,Cost,,
Eisenhower Hall,Energy,EISENHOWER HALL BTU01,201605,4/29/2016,5/31/2016,EISENHOWER HALL BTU01,44 ,MMBTU,$405.56 ,,
Eisenhower Hall,Energy,EISENHOWER HALL BTU01,201606,5/31/2016,6/29/2016,EISENHOWER HALL BTU01,51 ,MMBTU,$555.95 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201507,6/30/2015,7/31/2015,ESSEX HALL BTU01,60 ,MMBTU,$676.75 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201508,7/31/2015,8/27/2015,ESSEX HALL BTU01,59 ,MMBTU,$677.77 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201509,8/27/2015,9/29/2015,ESSEX HALL BTU01,73 ,MMBTU,$830.57 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201510,9/29/2015,10/28/2015,ESSEX HALL BTU01,82 ,MMBTU,$664.16 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201511,10/28/2015,12/1/2015,ESSEX HALL BTU01,94 ,MMBTU,$630.02 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201512,12/1/2015,12/31/2015,ESSEX HALL BTU01,98 ,MMBTU,$600.34 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201601,12/31/2015,2/1/2016,ESSEX HALL BTU01,148 ,MMBTU,$787.55 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201602,2/1/2016,3/1/2016,ESSEX HALL BTU01,116 ,MMBTU,$646.25 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201603,3/1/2016,3/31/2016,ESSEX HALL BTU01,121 ,MMBTU,$655.24 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201604,3/31/2016,4/29/2016,ESSEX HALL BTU01,78 ,MMBTU,$583.86 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201605,4/29/2016,5/31/2016,ESSEX HALL BTU01,52 ,MMBTU,$479.29 ,,
Essex Hall,Energy,ESSEX HALL BTU01,201606,5/31/2016,6/29/2016,ESSEX HALL BTU01,60 ,MMBTU,$654.06 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201507,6/30/2015,7/31/2015,FRANKLIN HALL BTU01,41 ,MMBTU,$462.45 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201508,7/31/2015,8/27/2015,FRANKLIN HALL BTU01,40 ,MMBTU,$459.51 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201509,8/27/2015,9/29/2015,FRANKLIN HALL BTU01,49 ,MMBTU,$557.51 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201510,9/29/2015,10/28/2015,FRANKLIN HALL BTU01,56 ,MMBTU,$453.57 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201511,10/28/2015,12/1/2015,FRANKLIN HALL BTU01,64 ,MMBTU,$428.95 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201512,12/1/2015,12/31/2015,FRANKLIN HALL BTU01,66 ,MMBTU,$404.31 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201601,12/31/2015,2/1/2016,FRANKLIN HALL BTU01,100 ,MMBTU,$532.13 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201602,2/1/2016,3/1/2016,FRANKLIN HALL BTU01,78 ,MMBTU,$434.55 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201603,3/1/2016,3/31/2016,FRANKLIN HALL BTU01,82 ,MMBTU,$444.05 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201604,3/31/2016,4/29/2016,FRANKLIN HALL BTU01,53 ,MMBTU,$396.73 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201605,4/29/2016,5/31/2016,FRANKLIN HALL BTU01,35 ,MMBTU,$322.60 ,,
Franklin Hall,Energy,FRANKLIN HALL BTU01,201606,5/31/2016,6/29/2016,FRANKLIN HALL BTU01,41 ,MMBTU,$446.94 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201507,6/30/2015,7/31/2015,GRAYSON HALL BTU01,43 ,MMBTU,$485.01 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201508,7/31/2015,8/27/2015,GRAYSON HALL BTU01,42 ,MMBTU,$482.48 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201509,8/27/2015,9/29/2015,GRAYSON HALL BTU01,52 ,MMBTU,$591.64 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201510,9/29/2015,10/28/2015,GRAYSON HALL BTU01,58 ,MMBTU,$469.77 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201511,10/28/2015,12/1/2015,GRAYSON HALL BTU01,67 ,MMBTU,$449.06 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201512,12/1/2015,12/31/2015,GRAYSON HALL BTU01,70 ,MMBTU,$428.82 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201601,12/31/2015,2/1/2016,GRAYSON HALL BTU01,105 ,MMBTU,$558.73 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201602,2/1/2016,3/1/2016,GRAYSON HALL BTU01,82 ,MMBTU,$456.83 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201603,3/1/2016,3/31/2016,GRAYSON HALL BTU01,86 ,MMBTU,$465.71 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201604,3/31/2016,4/29/2016,GRAYSON HALL BTU01,56 ,MMBTU,$419.18 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201605,4/29/2016,5/31/2016,GRAYSON HALL BTU01,37 ,MMBTU,$341.04 ,,
Grayson Hall,Energy,GRAYSON HALL BTU01,201606,5/31/2016,6/29/2016,GRAYSON HALL BTU01,43 ,MMBTU,$468.74 ,,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201507,6/30/2015,7/31/2015,HAMPTON ROADS BTU01,482 ,MMBTU,"$5,436.58 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201508,7/31/2015,8/27/2015,HAMPTON ROADS BTU01,478 ,MMBTU,"$5,491.09 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201509,8/27/2015,9/29/2015,HAMPTON ROADS BTU01,583 ,MMBTU,"$6,633.21 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201510,9/29/2015,10/28/2015,HAMPTON ROADS BTU01,659 ,MMBTU,"$5,337.58 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201511,10/28/2015,12/1/2015,HAMPTON ROADS BTU01,757 ,MMBTU,"$5,073.67 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201512,12/1/2015,12/31/2015,HAMPTON ROADS BTU01,789 ,MMBTU,"$4,833.38 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201601,12/31/2015,2/1/2016,HAMPTON ROADS BTU01,"1,192 ",MMBTU,"$6,342.96 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201602,2/1/2016,3/1/2016,HAMPTON ROADS BTU01,931 ,MMBTU,"$5,186.70 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201603,3/1/2016,3/31/2016,HAMPTON ROADS BTU01,969 ,MMBTU,"$5,247.33 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201604,3/31/2016,4/29/2016,HAMPTON ROADS BTU01,629 ,MMBTU,"$4,708.33 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201605,4/29/2016,5/31/2016,HAMPTON ROADS BTU01,419 ,MMBTU,"$3,861.99 ",,
Hampton Roads,Energy,HAMPTON ROADS BTU01,201606,5/31/2016,6/29/2016,HAMPTON ROADS BTU01,483 ,MMBTU,"$5,265.16 ",,
Hanover Hall,Energy,HANOVER HALL BTU01,201507,6/30/2015,7/31/2015,HANOVER HALL BTU01,44 ,MMBTU,$496.29 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201508,7/31/2015,8/27/2015,HANOVER HALL BTU01,44 ,MMBTU,$505.46 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201509,8/27/2015,9/29/2015,HANOVER HALL BTU01,54 ,MMBTU,$614.40 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201510,9/29/2015,10/28/2015,HANOVER HALL BTU01,61 ,MMBTU,$494.07 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201511,10/28/2015,12/1/2015,HANOVER HALL BTU01,69 ,MMBTU,$462.46 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201512,12/1/2015,12/31/2015,HANOVER HALL BTU01,72 ,MMBTU,$441.07 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201601,12/31/2015,2/1/2016,HANOVER HALL BTU01,109 ,MMBTU,$580.02 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201602,2/1/2016,3/1/2016,HANOVER HALL BTU01,85 ,MMBTU,$473.54 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201603,3/1/2016,3/31/2016,HANOVER HALL BTU01,89 ,MMBTU,$481.95 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201604,3/31/2016,4/29/2016,HANOVER HALL BTU01,58 ,MMBTU,$434.15 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201605,4/29/2016,5/31/2016,HANOVER HALL BTU01,38 ,MMBTU,$350.25 ,,
Hanover Hall,Energy,HANOVER HALL BTU01,201606,5/31/2016,6/29/2016,HANOVER HALL BTU01,44 ,MMBTU,$479.64 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201507,6/30/2015,7/31/2015,HARRISON HALL BTU01,65 ,MMBTU,$733.15 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201508,7/31/2015,8/27/2015,HARRISON HALL BTU01,65 ,MMBTU,$746.70 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201509,8/27/2015,9/29/2015,HARRISON HALL BTU01,79 ,MMBTU,$898.84 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201510,9/29/2015,10/28/2015,HARRISON HALL BTU01,89 ,MMBTU,$720.86 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201511,10/28/2015,12/1/2015,HARRISON HALL BTU01,103 ,MMBTU,$690.34 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201512,12/1/2015,12/31/2015,HARRISON HALL BTU01,107 ,MMBTU,$655.48 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201601,12/31/2015,2/1/2016,HARRISON HALL BTU01,162 ,MMBTU,$862.05 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201602,2/1/2016,3/1/2016,HARRISON HALL BTU01,126 ,MMBTU,$701.96 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201603,3/1/2016,3/31/2016,HARRISON HALL BTU01,131 ,MMBTU,$709.39 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201604,3/31/2016,4/29/2016,HARRISON HALL BTU01,85 ,MMBTU,$636.26 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201605,4/29/2016,5/31/2016,HARRISON HALL BTU01,57 ,MMBTU,$525.38 ,,
Harrison Hall,Energy,HARRISON HALL BTU01,201606,5/31/2016,6/29/2016,HARRISON HALL BTU01,65 ,MMBTU,$708.56 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201507,6/30/2015,7/31/2015,JACKSON HALL BTU01,66 ,MMBTU,$744.43 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201508,7/31/2015,8/27/2015,JACKSON HALL BTU01,66 ,MMBTU,$758.18 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201509,8/27/2015,9/29/2015,JACKSON HALL BTU01,80 ,MMBTU,$910.22 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201510,9/29/2015,10/28/2015,JACKSON HALL BTU01,90 ,MMBTU,$728.96 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201511,10/28/2015,12/1/2015,JACKSON HALL BTU01,104 ,MMBTU,$697.04 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201512,12/1/2015,12/31/2015,JACKSON HALL BTU01,108 ,MMBTU,$661.60 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201601,12/31/2015,2/1/2016,JACKSON HALL BTU01,164 ,MMBTU,$872.69 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201602,2/1/2016,3/1/2016,JACKSON HALL BTU01,128 ,MMBTU,$713.10 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201603,3/1/2016,3/31/2016,JACKSON HALL BTU01,133 ,MMBTU,$720.22 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201604,3/31/2016,4/29/2016,JACKSON HALL BTU01,86 ,MMBTU,$643.75 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201605,4/29/2016,5/31/2016,JACKSON HALL BTU01,58 ,MMBTU,$534.60 ,,
Jackson Hall,Energy,JACKSON HALL BTU01,201606,5/31/2016,6/29/2016,JACKSON HALL BTU01,66 ,MMBTU,$719.46 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201507,6/30/2015,7/31/2015,JEFFERSON HALL BTU01,65 ,MMBTU,$733.15 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201508,7/31/2015,8/27/2015,JEFFERSON HALL BTU01,65 ,MMBTU,$746.70 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201509,8/27/2015,9/29/2015,JEFFERSON HALL BTU01,79 ,MMBTU,$898.84 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201510,9/29/2015,10/28/2015,JEFFERSON HALL BTU01,89 ,MMBTU,$720.86 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201511,10/28/2015,12/1/2015,JEFFERSON HALL BTU01,103 ,MMBTU,$690.34 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201512,12/1/2015,12/31/2015,JEFFERSON HALL BTU01,107 ,MMBTU,$655.48 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201601,12/31/2015,2/1/2016,JEFFERSON HALL BTU01,162 ,MMBTU,$862.05 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201602,2/1/2016,3/1/2016,JEFFERSON HALL BTU01,126 ,MMBTU,$701.96 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201603,3/1/2016,3/31/2016,JEFFERSON HALL BTU01,131 ,MMBTU,$709.39 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201604,3/31/2016,4/29/2016,JEFFERSON HALL BTU01,85 ,MMBTU,$636.26 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201605,4/29/2016,5/31/2016,JEFFERSON HALL BTU01,57 ,MMBTU,$525.38 ,,
Jefferson Hall,Energy,JEFFERSON HALL BTU01,201606,5/31/2016,6/29/2016,JEFFERSON HALL BTU01,65 ,MMBTU,$708.56 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201507,6/30/2015,7/31/2015,KENNEDY HALL BTU01,64 ,MMBTU,$721.87 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201508,7/31/2015,8/27/2015,KENNEDY HALL BTU01,63 ,MMBTU,$723.72 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201509,8/27/2015,9/29/2015,KENNEDY HALL BTU01,77 ,MMBTU,$876.08 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201510,9/29/2015,10/28/2015,KENNEDY HALL BTU01,87 ,MMBTU,$704.66 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201511,10/28/2015,12/1/2015,KENNEDY HALL BTU01,100 ,MMBTU,$670.23 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201512,12/1/2015,12/31/2015,KENNEDY HALL BTU01,105 ,MMBTU,$643.23 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201601,12/31/2015,2/1/2016,KENNEDY HALL BTU01,158 ,MMBTU,$840.76 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201602,2/1/2016,3/1/2016,KENNEDY HALL BTU01,123 ,MMBTU,$685.25 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201603,3/1/2016,3/31/2016,KENNEDY HALL BTU01,128 ,MMBTU,$693.15 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201604,3/31/2016,4/29/2016,KENNEDY HALL BTU01,83 ,MMBTU,$621.29 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201605,4/29/2016,5/31/2016,KENNEDY HALL BTU01,56 ,MMBTU,$516.16 ,,
Kennedy Hall,Energy,KENNEDY HALL BTU01,201606,5/31/2016,6/29/2016,KENNEDY HALL BTU01,64 ,MMBTU,$697.66 ,,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201507,6/30/2015,7/31/2015,LIBERTY SQUARE BTU01,711 ,MMBTU,"$8,019.52 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201508,7/31/2015,8/27/2015,LIBERTY SQUARE BTU01,705 ,MMBTU,"$8,098.78 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201509,8/27/2015,9/29/2015,LIBERTY SQUARE BTU01,861 ,MMBTU,"$9,796.22 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201510,9/29/2015,10/28/2015,LIBERTY SQUARE BTU01,973 ,MMBTU,"$7,880.82 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201511,10/28/2015,12/1/2015,LIBERTY SQUARE BTU01,"1,117 ",MMBTU,"$7,486.51 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201512,12/1/2015,12/31/2015,LIBERTY SQUARE BTU01,"1,165 ",MMBTU,"$7,136.74 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201601,12/31/2015,2/1/2016,LIBERTY SQUARE BTU01,"1,759 ",MMBTU,"$9,360.13 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201602,2/1/2016,3/1/2016,LIBERTY SQUARE BTU01,"1,375 ",MMBTU,"$7,660.27 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201603,3/1/2016,3/31/2016,LIBERTY SQUARE BTU01,"1,430 ",MMBTU,"$7,743.74 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201604,3/31/2016,4/29/2016,LIBERTY SQUARE BTU01,928 ,MMBTU,"$6,946.47 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201605,4/29/2016,5/31/2016,LIBERTY SQUARE BTU01,619 ,MMBTU,"$5,705.43 ",,
Liberty Square,Energy,LIBERTY SQUARE BTU01,201606,5/31/2016,6/29/2016,LIBERTY SQUARE BTU01,713 ,MMBTU,"$7,772.38 ",,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201507,6/30/2015,7/31/2015,LINCOLN HALL BTU01,66 ,MMBTU,$744.43 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201508,7/31/2015,8/27/2015,LINCOLN HALL BTU01,66 ,MMBTU,$758.18 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201509,8/27/2015,9/29/2015,LINCOLN HALL BTU01,80 ,MMBTU,$910.22 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201510,9/29/2015,10/28/2015,LINCOLN HALL BTU01,91 ,MMBTU,$737.06 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201511,10/28/2015,12/1/2015,LINCOLN HALL BTU01,104 ,MMBTU,$697.04 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201512,12/1/2015,12/31/2015,LINCOLN HALL BTU01,109 ,MMBTU,$667.73 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201601,12/31/2015,2/1/2016,LINCOLN HALL BTU01,164 ,MMBTU,$872.69 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201602,2/1/2016,3/1/2016,LINCOLN HALL BTU01,128 ,MMBTU,$713.10 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201603,3/1/2016,3/31/2016,LINCOLN HALL BTU01,134 ,MMBTU,$725.64 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201604,3/31/2016,4/29/2016,LINCOLN HALL BTU01,87 ,MMBTU,$651.23 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201605,4/29/2016,5/31/2016,LINCOLN HALL BTU01,58 ,MMBTU,$534.60 ,,
Lincoln Hall,Energy,LINCOLN HALL BTU01,201606,5/31/2016,6/29/2016,LINCOLN HALL BTU01,67 ,MMBTU,$730.36 ,,
Madison Hall,Energy,MADISON HALL BTU01,201507,6/30/2015,7/31/2015,MADISON HALL BTU01,65 ,MMBTU,$733.15 ,,
Madison Hall,Energy,MADISON HALL BTU01,201508,7/31/2015,8/27/2015,MADISON HALL BTU01,65 ,MMBTU,$746.70 ,,
Madison Hall,Energy,MADISON HALL BTU01,201509,8/27/2015,9/29/2015,MADISON HALL BTU01,79 ,MMBTU,$898.84 ,,
Madison Hall,Energy,MADISON HALL BTU01,201510,9/29/2015,10/28/2015,MADISON HALL BTU01,89 ,MMBTU,$720.86 ,,
Madison Hall,Energy,MADISON HALL BTU01,201511,10/28/2015,12/1/2015,MADISON HALL BTU01,103 ,MMBTU,$690.34 ,,
Madison Hall,Energy,MADISON HALL BTU01,201512,12/1/2015,12/31/2015,MADISON HALL BTU01,107 ,MMBTU,$655.48 ,,
Madison Hall,Energy,MADISON HALL BTU01,201601,12/31/2015,2/1/2016,MADISON HALL BTU01,162 ,MMBTU,$862.05 ,,
Madison Hall,Energy,MADISON HALL BTU01,201602,2/1/2016,3/1/2016,MADISON HALL BTU01,126 ,MMBTU,$701.96 ,,
Madison Hall,Energy,MADISON HALL BTU01,201603,3/1/2016,3/31/2016,MADISON HALL BTU01,131 ,MMBTU,$709.39 ,,
Madison Hall,Energy,MADISON HALL BTU01,201604,3/31/2016,4/29/2016,MADISON HALL BTU01,85 ,MMBTU,$636.26 ,,
Madison Hall,Energy,MADISON HALL BTU01,201605,4/29/2016,5/31/2016,MADISON HALL BTU01,57 ,MMBTU,$525.38 ,,
Madison Hall,Energy,MADISON HALL BTU01,201606,5/31/2016,6/29/2016,MADISON HALL BTU01,65 ,MMBTU,$708.56 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201507,6/30/2015,7/31/2015,MONROE HALL BTU01,66 ,MMBTU,$744.43 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201508,7/31/2015,8/27/2015,MONROE HALL BTU01,65 ,MMBTU,$746.70 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201509,8/27/2015,9/29/2015,MONROE HALL BTU01,79 ,MMBTU,$898.84 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201510,9/29/2015,10/28/2015,MONROE HALL BTU01,90 ,MMBTU,$728.96 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201511,10/28/2015,12/1/2015,MONROE HALL BTU01,103 ,MMBTU,$690.34 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201512,12/1/2015,12/31/2015,MONROE HALL BTU01,107 ,MMBTU,$655.48 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201601,12/31/2015,2/1/2016,MONROE HALL BTU01,162 ,MMBTU,$862.05 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201602,2/1/2016,3/1/2016,MONROE HALL BTU01,127 ,MMBTU,$707.53 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201603,3/1/2016,3/31/2016,MONROE HALL BTU01,132 ,MMBTU,$714.81 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201604,3/31/2016,4/29/2016,MONROE HALL BTU01,85 ,MMBTU,$636.26 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201605,4/29/2016,5/31/2016,MONROE HALL BTU01,57 ,MMBTU,$525.38 ,,
Monroe Hall,Energy,MONROE HALL BTU01,201606,5/31/2016,6/29/2016,MONROE HALL BTU01,66 ,MMBTU,$719.46 ,,
Northern Neck,Energy,NORTHERNNECKBTU01,201507,6/30/2015,7/31/2015,NORTHERN NECK BTU01,479 ,MMBTU,"$5,402.74 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201508,7/31/2015,8/27/2015,NORTHERN NECK BTU01,474 ,MMBTU,"$5,445.14 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201509,8/27/2015,9/29/2015,NORTHERN NECK BTU01,579 ,MMBTU,"$6,587.70 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201510,9/29/2015,10/28/2015,NORTHERN NECK BTU01,655 ,MMBTU,"$5,305.18 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201511,10/28/2015,12/1/2015,NORTHERN NECK BTU01,752 ,MMBTU,"$5,040.15 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201512,12/1/2015,12/31/2015,NORTHERN NECK BTU01,784 ,MMBTU,"$4,802.75 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201601,12/31/2015,2/1/2016,NORTHERN NECK BTU01,"1,184 ",MMBTU,"$6,300.39 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201602,2/1/2016,3/1/2016,NORTHERN NECK BTU01,925 ,MMBTU,"$5,153.27 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201603,3/1/2016,3/31/2016,NORTHERN NECK BTU01,962 ,MMBTU,"$5,209.42 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201604,3/31/2016,4/29/2016,NORTHERN NECK BTU01,624 ,MMBTU,"$4,670.90 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201605,4/29/2016,5/31/2016,NORTHERN NECK BTU01,416 ,MMBTU,"$3,834.34 ",,
Northern Neck,Energy,NORTHERNNECKBTU01,201606,5/31/2016,6/29/2016,NORTHERN NECK BTU01,479 ,MMBTU,"$5,221.55 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201507,6/30/2015,7/31/2015,PIEDMONT/TIDEWATERBTU01,457 ,MMBTU,"$5,154.60 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201508,7/31/2015,8/27/2015,PIEDMONT/TIDEWATERBTU01,453 ,MMBTU,"$5,203.90 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201509,8/27/2015,9/29/2015,PIEDMONT/TIDEWATERBTU01,553 ,MMBTU,"$6,291.88 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201510,9/29/2015,10/28/2015,PIEDMONT/TIDEWATERBTU01,625 ,MMBTU,"$5,062.19 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201511,10/28/2015,12/1/2015,PIEDMONT/TIDEWATERBTU01,718 ,MMBTU,"$4,812.27 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201512,12/1/2015,12/31/2015,PIEDMONT/TIDEWATERBTU01,748 ,MMBTU,"$4,582.21 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201601,12/31/2015,2/1/2016,PIEDMONT/TIDEWATERBTU01,"1,130 ",MMBTU,"$6,013.04 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201602,2/1/2016,3/1/2016,PIEDMONT/TIDEWATERBTU01,883 ,MMBTU,"$4,919.28 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201603,3/1/2016,3/31/2016,PIEDMONT/TIDEWATERBTU01,919 ,MMBTU,"$4,976.57 ",,
Piedmont/Tidewater,Energy,PIEDMONT/TIDEWATERBTU01,201604,3/31/2016,4/29/2016,PIEDMONT/TIDEWATERBTU01,596 ,MMBTU,"$4,461.31 ",,
